,Date,hourly_open,hourly_high,hourly_low,hourly_close,hourly_vol,daily_open,daily_high,daily_low,daily_close,daily_vol,symbol,Label,previous_day
25,2000-06-27,145.38,145.86,145.22,145.78,7400,145.38,145.86,144.81,144.81,40900.0,IVV,HIGHS,LOWS
26,2000-06-28,144.88,145.31,144.88,145.31,4700,144.88,146.47,144.88,145.48,51200.0,IVV,LOWS,HIGHS
27,2000-06-29,144.2,144.33,144.2,144.33,5300,144.2,144.81,143.13,143.72,48500.0,IVV,NONE,LOWS
28,2000-06-30,143.08,144.13,143.08,144.13,600,143.55,145.05,143.55,145.05,16800.0,IVV,NONE,NONE
29,2000-07-03,145.06,145.11,145.03,145.06,3300,145.06,146.7,145.03,146.7,7100.0,IVV,LOWS,NONE
30,2000-07-05,145.83,145.92,145.72,145.92,1500,145.83,145.92,144.19,144.66,27400.0,IVV,HIGHS,LOWS
31,2000-07-06,144.44,144.53,144.38,144.39,2200,144.44,145.69,143.78,145.38,40100.0,IVV,NONE,HIGHS
32,2000-07-07,145.94,145.94,145.94,145.94,200,145.94,148.06,145.94,147.53,65500.0,IVV,LOWS,NONE
33,2000-07-10,147.22,147.63,147.22,147.63,8000,147.22,148.22,147.22,147.55,72300.0,IVV,LOWS,LOWS
34,2000-07-11,146.81,148.38,146.81,148.38,5900,146.81,148.56,146.81,147.84,40700.0,IVV,LOWS,LOWS
35,2000-07-12,148.81,148.94,148.44,148.94,113400,148.81,149.5,148.44,148.66,2642100.0,IVV,LOWS,LOWS
36,2000-07-13,149.28,149.38,148.7,148.88,218900,149.28,149.84,148.7,149.16,971600.0,IVV,LOWS,LOWS
37,2000-07-14,149.81,150.0,149.38,149.44,59700,149.81,150.69,149.38,150.55,158800.0,IVV,LOWS,LOWS
38,2000-07-17,150.3,150.64,150.16,150.53,4500,150.3,151.47,150.16,150.45,430100.0,IVV,LOWS,LOWS
39,2000-07-18,150.03,150.06,149.81,149.81,206300,150.03,150.06,148.94,149.38,763600.0,IVV,HIGHS,LOWS
40,2000-07-19,148.91,148.94,148.86,148.86,25900,148.91,149.14,147.97,147.97,120000.0,IVV,NONE,HIGHS
41,2000-07-20,148.44,149.47,148.33,149.44,20400,148.44,149.98,148.33,149.98,96500.0,IVV,LOWS,NONE
42,2000-07-21,148.97,149.0,148.19,148.44,32600,148.97,149.0,147.28,147.28,601300.0,IVV,HIGHS,LOWS
43,2000-07-24,147.81,148.16,147.44,148.16,10700,147.81,148.16,146.22,146.22,151700.0,IVV,HIGHS,HIGHS
44,2000-07-25,147.03,147.03,146.38,146.38,5300,147.03,147.14,146.38,146.98,114000.0,IVV,LOWS,HIGHS
45,2000-07-26,146.44,146.44,146.44,146.44,300,145.81,145.89,145.31,145.88,241300.0,IVV,NONE,LOWS
46,2000-07-27,145.28,146.13,143.58,144.58,31700,145.28,146.13,144.44,144.95,94200.0,IVV,HIGHS,NONE
47,2000-07-28,145.06,145.06,143.69,143.69,156200,145.06,145.06,141.06,141.06,1145300.0,IVV,HIGHS,HIGHS
48,2000-07-31,142.5,142.69,141.97,142.5,3700,142.5,143.52,141.97,142.5,332900.0,IVV,LOWS,HIGHS
49,2000-08-01,142.84,143.03,142.84,143.03,40200,142.84,143.95,142.84,143.63,481700.0,IVV,LOWS,LOWS
50,2000-08-02,144.22,144.47,144.22,144.25,500,144.22,144.89,143.66,143.92,505900.0,IVV,NONE,LOWS
51,2000-08-03,142.5,142.8,142.5,142.8,2300,142.5,145.06,142.5,144.69,111100.0,IVV,LOWS,NONE
52,2000-08-04,145.59,145.98,144.98,145.7,19900,145.59,145.98,145.03,145.81,132900.0,IVV,HIGHS,LOWS
53,2000-08-07,146.2,146.2,146.03,146.03,1700,146.2,147.86,146.03,147.86,6500.0,IVV,LOWS,HIGHS
54,2000-08-08,147.41,147.73,147.25,147.73,21500,147.41,148.25,147.25,148.14,175400.0,IVV,LOWS,LOWS
55,2000-08-09,148.66,148.66,148.25,148.5,23500,148.66,148.66,147.38,147.38,123100.0,IVV,HIGHS,LOWS
56,2000-08-10,147.09,147.17,146.66,147.11,1900,147.09,147.17,145.91,145.98,66700.0,IVV,HIGHS,HIGHS
57,2000-08-11,146.09,146.09,145.69,145.72,10500,146.09,149.47,145.66,147.0,129100.0,IVV,NONE,HIGHS
58,2000-08-14,147.06,147.06,146.97,147.0,600,147.06,148.2,147.0,148.2,52000.0,IVV,NONE,NONE
59,2000-08-15,148.69,149.0,148.63,149.0,3600,148.69,149.09,148.17,148.59,343600.0,IVV,NONE,NONE
60,2000-08-16,148.84,149.3,148.84,149.16,101400,148.84,149.3,147.52,147.56,155000.0,IVV,HIGHS,NONE
61,2000-08-17,148.09,148.23,148.06,148.23,22500,148.09,149.84,148.06,149.48,96900.0,IVV,LOWS,HIGHS
62,2000-08-18,149.69,149.69,149.56,149.56,14500,149.69,149.78,148.88,149.19,269000.0,IVV,NONE,LOWS
63,2000-08-21,149.72,149.72,149.36,149.36,20800,149.72,150.08,149.0,149.0,43000.0,IVV,NONE,NONE
64,2000-08-22,149.97,150.38,149.94,150.38,122000,149.97,150.66,149.69,150.0,380100.0,IVV,NONE,NONE
65,2000-08-23,149.44,149.64,148.91,148.91,7100,149.44,150.55,149.02,150.55,239100.0,IVV,NONE,NONE
66,2000-08-24,150.28,150.69,150.28,150.67,3600,150.28,150.98,150.23,150.64,53100.0,IVV,NONE,NONE
67,2000-08-25,150.86,151.14,150.83,150.88,62900,150.86,151.14,150.56,150.72,136000.0,IVV,HIGHS,NONE
68,2000-08-28,150.66,150.66,150.66,150.66,1000,150.66,152.3,150.66,151.34,354000.0,IVV,LOWS,HIGHS
69,2000-08-29,151.0,151.23,151.0,151.23,9800,151.0,151.31,150.81,151.22,20800.0,IVV,NONE,LOWS
70,2000-08-30,150.69,150.69,149.56,150.69,2400,150.69,150.69,149.97,149.97,260100.0,IVV,HIGHS,NONE
71,2000-08-31,150.56,151.48,150.44,151.44,166100,150.56,152.61,150.44,151.83,843400.0,IVV,LOWS,HIGHS
72,2000-09-01,152.59,153.03,152.13,152.13,80700,152.59,153.03,151.75,151.86,278000.0,IVV,HIGHS,LOWS
73,2000-09-05,151.34,151.59,151.06,151.06,13900,151.34,151.59,150.44,150.92,140700.0,IVV,HIGHS,HIGHS
74,2000-09-06,150.84,151.03,150.84,151.03,21000,150.84,151.03,149.42,149.42,153200.0,IVV,HIGHS,HIGHS
75,2000-09-07,149.8,149.8,149.56,149.7,500,149.8,150.5,149.44,150.5,84000.0,IVV,NONE,HIGHS
76,2000-09-08,149.69,149.69,149.56,149.56,700,149.69,149.69,149.02,149.47,62600.0,IVV,HIGHS,NONE
77,2000-09-11,149.19,149.39,149.06,149.39,38100,149.19,150.61,148.61,149.09,62600.0,IVV,NONE,HIGHS
78,2000-09-12,149.25,149.25,149.13,149.13,2000,149.25,149.44,148.06,148.06,109000.0,IVV,NONE,NONE
79,2000-09-13,147.41,147.95,147.41,147.95,26500,147.41,148.52,147.41,148.38,197900.0,IVV,LOWS,NONE
80,2000-09-14,149.31,149.38,148.81,148.81,1400,149.31,149.38,147.89,148.0,99900.0,IVV,HIGHS,LOWS
81,2000-09-15,147.91,147.91,147.59,147.69,18200,147.91,147.91,146.0,146.22,298900.0,IVV,HIGHS,HIGHS
82,2000-09-18,146.31,146.69,146.31,146.69,4400,146.31,146.75,144.53,144.56,144700.0,IVV,NONE,HIGHS
83,2000-09-19,145.19,145.19,144.73,144.73,3900,145.19,146.14,144.73,145.91,128300.0,IVV,LOWS,NONE
84,2000-09-20,145.44,145.48,144.45,144.8,117000,145.44,145.48,143.0,144.55,127700.0,IVV,HIGHS,LOWS
85,2000-09-21,144.69,144.69,143.81,143.98,30600,144.69,144.69,143.69,144.41,284200.0,IVV,HIGHS,HIGHS
86,2000-09-22,141.81,142.88,141.56,142.58,54000,141.81,144.81,141.81,144.81,124600.0,IVV,NONE,HIGHS
87,2000-09-25,145.34,145.34,144.97,144.97,3400,145.34,145.39,143.48,143.5,49300.0,IVV,NONE,NONE
88,2000-09-26,144.03,144.44,143.89,144.11,1400,144.03,144.44,142.19,142.19,10500.0,IVV,HIGHS,NONE
89,2000-09-27,143.05,143.05,143.0,143.0,50900,143.05,143.09,141.86,142.27,155200.0,IVV,NONE,HIGHS
90,2000-09-28,142.53,143.41,142.53,143.14,50300,142.53,145.73,142.53,145.59,99100.0,IVV,LOWS,NONE
91,2000-09-29,144.92,145.0,144.3,144.3,21400,144.92,145.0,143.27,143.27,60400.0,IVV,HIGHS,LOWS
92,2000-10-02,144.06,144.09,143.38,143.38,24600,144.06,144.44,143.06,143.44,223700.0,IVV,NONE,HIGHS
93,2000-10-03,144.17,144.34,144.17,144.34,52600,144.17,145.27,142.41,142.41,120600.0,IVV,NONE,NONE
94,2000-10-04,142.19,142.44,141.56,142.44,9700,142.19,143.69,141.56,143.23,90000.0,IVV,LOWS,NONE
95,2000-10-05,143.36,144.11,143.36,144.0,600,143.36,144.11,142.94,143.84,114100.0,IVV,HIGHS,LOWS
96,2000-10-06,143.73,143.94,143.72,143.72,11100,143.73,143.94,139.56,140.64,103800.0,IVV,HIGHS,HIGHS
97,2000-10-09,140.69,140.69,139.72,139.72,9300,140.69,140.77,139.2,139.89,29300.0,IVV,NONE,HIGHS
98,2000-10-10,139.77,140.66,139.77,140.13,32700,139.77,140.66,137.56,137.56,123800.0,IVV,HIGHS,NONE
99,2000-10-11,137.16,137.98,137.03,137.36,6500,137.16,138.02,134.88,136.31,350200.0,IVV,NONE,HIGHS
100,2000-10-12,136.97,137.06,133.27,133.91,19400,136.97,137.06,132.38,132.97,155200.0,IVV,HIGHS,NONE
101,2000-10-13,132.72,135.06,132.5,133.56,35800,132.72,137.16,132.5,136.94,322200.0,IVV,LOWS,HIGHS
102,2000-10-16,137.0,137.47,136.95,137.45,6600,137.13,137.7,136.34,137.63,349600.0,IVV,NONE,LOWS
103,2000-10-17,137.78,137.91,136.66,136.66,13200,137.78,137.91,134.14,134.56,157600.0,IVV,HIGHS,NONE
104,2000-10-18,130.94,132.47,130.59,132.05,54700,130.94,135.45,130.59,134.33,81800.0,IVV,LOWS,HIGHS
105,2000-10-19,136.31,136.47,136.27,136.34,1700,136.31,138.75,136.27,138.75,73300.0,IVV,LOWS,LOWS
106,2000-10-20,137.56,138.84,137.56,138.72,12100,138.55,140.67,138.34,139.78,177100.0,IVV,NONE,LOWS
107,2000-10-23,139.25,139.94,138.56,139.94,7500,139.25,140.47,138.69,140.23,30300.0,IVV,NONE,NONE
108,2000-10-24,140.48,141.05,140.36,140.92,5100,140.48,141.44,138.8,139.14,51700.0,IVV,NONE,NONE
109,2000-10-25,137.56,138.38,137.48,138.38,4500,137.56,138.98,135.88,136.16,68600.0,IVV,NONE,NONE
110,2000-10-26,136.5,137.0,136.5,136.83,3900,136.5,137.08,134.08,136.36,47700.0,IVV,NONE,NONE
111,2000-10-27,137.56,137.78,137.14,137.14,5000,137.56,138.81,136.19,138.81,60200.0,IVV,NONE,NONE
112,2000-10-30,138.08,139.17,138.08,139.08,9400,138.08,140.56,138.08,139.88,52500.0,IVV,LOWS,NONE
113,2000-10-31,140.7,141.05,140.59,140.8,17000,140.7,143.28,140.59,142.7,124000.0,IVV,LOWS,LOWS
114,2000-11-01,142.27,142.27,141.97,141.97,3200,142.25,142.75,141.06,142.03,199300.0,IVV,NONE,LOWS
115,2000-11-02,142.81,143.25,142.38,142.78,63100,142.81,143.25,142.22,142.44,117100.0,IVV,HIGHS,NONE
116,2000-11-03,142.69,142.69,142.06,142.59,11300,142.69,143.19,142.06,142.44,157100.0,IVV,LOWS,HIGHS
117,2000-11-06,142.84,143.27,142.72,143.16,12600,142.84,143.84,142.72,143.53,148000.0,IVV,LOWS,LOWS
118,2000-11-07,142.91,143.05,142.38,142.38,2300,142.91,143.5,142.38,143.41,36700.0,IVV,LOWS,LOWS
119,2000-11-08,143.61,143.61,142.38,142.38,11300,143.59,143.59,140.31,140.31,40700.0,IVV,NONE,LOWS
120,2000-11-09,138.56,139.92,138.56,139.67,21600,139.5,140.59,137.0,139.47,95300.0,IVV,NONE,NONE
121,2000-11-10,138.3,138.59,137.78,138.42,15500,138.28,138.81,136.34,136.34,47200.0,IVV,NONE,NONE
122,2000-11-13,135.17,135.5,134.89,135.5,3900,135.16,136.25,132.78,134.91,74200.0,IVV,NONE,NONE
123,2000-11-14,136.86,137.42,136.66,137.23,15600,136.84,138.78,136.66,138.28,55200.0,IVV,LOWS,NONE
124,2000-11-15,138.47,138.47,137.73,138.27,178500,138.47,139.56,137.53,138.97,751900.0,IVV,NONE,LOWS
125,2000-11-16,138.25,139.0,137.56,138.97,92900,138.25,139.09,137.06,137.13,265600.0,IVV,NONE,NONE
126,2000-11-17,137.13,138.45,136.45,138.31,70100,137.13,138.44,135.81,136.28,218300.0,IVV,NONE,NONE
127,2000-11-20,135.36,135.73,135.06,135.34,6700,135.34,135.72,134.06,134.16,152700.0,IVV,NONE,NONE
128,2000-11-21,134.41,134.48,133.31,133.7,7400,134.41,135.59,133.31,135.13,159800.0,IVV,LOWS,NONE
129,2000-11-22,133.63,134.34,133.14,133.14,7800,133.63,134.38,131.81,131.81,36300.0,IVV,NONE,LOWS
130,2000-11-24,133.5,134.02,133.38,133.88,12100,133.5,134.31,133.38,134.13,41300.0,IVV,LOWS,NONE
131,2000-11-27,135.86,136.16,135.69,136.16,4400,135.84,136.16,134.97,135.22,68100.0,IVV,HIGHS,LOWS
132,2000-11-28,134.92,135.7,134.73,135.08,2400,134.91,135.69,133.47,133.47,53100.0,IVV,NONE,HIGHS
133,2000-11-29,133.89,134.3,133.25,133.94,65500,133.88,135.25,133.06,133.22,437000.0,IVV,NONE,NONE
134,2000-11-30,131.8,132.23,131.75,132.23,24600,131.78,132.63,129.5,131.88,226800.0,IVV,NONE,NONE
135,2000-12-01,132.34,132.84,132.34,132.84,2400,132.44,133.41,131.09,131.5,71000.0,IVV,NONE,NONE
136,2000-12-04,131.41,131.56,131.38,131.41,30900,131.66,133.06,131.25,132.75,93400.0,IVV,NONE,NONE
137,2000-12-05,134.19,134.94,134.06,134.94,16200,134.22,137.63,134.06,137.25,187600.0,IVV,LOWS,NONE
138,2000-12-06,137.25,137.28,136.81,136.81,5200,137.25,137.72,135.19,135.19,214300.0,IVV,NONE,LOWS
139,2000-12-07,134.66,134.66,134.53,134.56,9200,134.66,135.34,133.56,133.56,76100.0,IVV,NONE,NONE
140,2000-12-08,135.97,136.69,135.97,136.66,3500,136.31,138.19,134.0,134.0,115200.0,IVV,NONE,NONE
141,2000-12-11,136.25,137.44,136.25,137.44,5500,136.53,138.88,136.25,138.25,140900.0,IVV,LOWS,NONE
142,2000-12-12,137.63,137.63,137.53,137.53,2400,137.91,137.91,137.03,137.25,43500.0,IVV,NONE,LOWS
143,2000-12-13,138.25,138.25,137.28,138.06,3000,138.28,138.38,135.34,135.34,91000.0,IVV,NONE,NONE
144,2000-12-14,135.13,135.13,134.56,134.56,25400,135.13,135.31,133.56,133.56,97800.0,IVV,NONE,NONE
145,2000-12-15,132.31,132.31,131.09,131.09,1900,132.31,132.31,130.06,130.31,53400.0,IVV,HIGHS,NONE
146,2000-12-18,132.38,132.69,132.34,132.63,1500,132.09,132.78,131.5,131.69,141700.0,IVV,NONE,HIGHS
147,2000-12-20,127.88,127.97,126.81,127.66,51400,127.88,128.19,125.84,125.88,369500.0,IVV,NONE,NONE
148,2000-12-21,125.75,126.58,125.23,126.13,23500,125.75,128.25,125.22,126.69,241100.0,IVV,NONE,NONE
149,2000-12-22,128.41,129.41,128.41,129.28,3300,128.44,130.69,128.41,130.69,75300.0,IVV,LOWS,NONE
150,2000-12-26,130.59,131.06,130.56,130.56,20500,130.59,131.38,130.06,131.38,186400.0,IVV,NONE,LOWS
151,2000-12-27,131.25,131.69,131.0,131.69,27600,131.25,133.03,131.0,133.03,166600.0,IVV,LOWS,NONE
152,2000-12-28,132.44,133.09,132.44,133.03,33800,132.44,133.25,132.25,132.91,157600.0,IVV,NONE,LOWS
153,2000-12-29,133.5,133.75,132.94,133.22,10900,133.5,133.75,130.91,130.91,250800.0,IVV,HIGHS,NONE
154,2001-01-02,131.06,131.34,130.44,130.47,31400,131.06,131.34,127.31,128.25,174300.0,IVV,HIGHS,HIGHS
155,2001-01-03,127.78,129.75,127.78,129.56,30700,127.78,134.69,127.56,134.66,194500.0,IVV,NONE,HIGHS
156,2001-01-04,134.25,134.78,134.06,134.13,72800,134.25,134.78,132.69,133.13,153500.0,IVV,HIGHS,NONE
157,2001-01-05,133.25,133.25,130.34,131.75,6700,133.25,133.25,129.09,129.25,68400.0,IVV,HIGHS,HIGHS
158,2001-01-08,128.94,129.31,128.5,128.5,25300,128.94,129.47,127.41,129.47,167700.0,IVV,NONE,HIGHS
159,2001-01-09,130.31,130.97,130.31,130.97,7100,130.31,130.97,129.09,129.5,128600.0,IVV,HIGHS,NONE
160,2001-01-10,128.72,129.31,128.59,129.19,17400,128.72,131.31,128.59,131.31,53600.0,IVV,LOWS,HIGHS
161,2001-01-11,130.97,131.41,130.97,131.41,5000,130.97,132.91,130.72,132.03,295400.0,IVV,NONE,LOWS
162,2001-01-12,132.5,132.5,131.06,131.72,28900,132.5,133.09,130.88,131.69,103100.0,IVV,NONE,NONE
163,2001-01-16,131.69,131.91,131.19,131.38,32900,131.69,132.5,131.06,132.22,100500.0,IVV,NONE,NONE
164,2001-01-17,134.19,134.19,133.81,133.84,7300,134.19,134.5,132.28,132.88,100600.0,IVV,NONE,NONE
165,2001-01-18,133.13,133.13,132.56,132.56,4700,133.13,135.09,132.56,134.41,69400.0,IVV,LOWS,NONE
166,2001-01-19,135.53,135.53,133.44,133.88,7000,135.53,135.53,133.44,133.94,39800.0,IVV,BOTH,LOWS
167,2001-01-22,133.63,134.19,133.41,134.16,19800,133.63,135.09,133.31,134.06,39500.0,IVV,NONE,BOTH
168,2001-01-23,134.13,134.38,133.81,134.19,4600,134.13,136.06,133.81,135.47,35100.0,IVV,LOWS,NONE
169,2001-01-24,135.5,136.31,135.5,136.0,94000,135.5,136.69,135.5,136.09,204800.0,IVV,LOWS,LOWS
170,2001-01-25,135.78,136.38,135.59,135.59,8900,135.78,136.5,135.31,135.38,137900.0,IVV,NONE,LOWS
171,2001-01-26,134.84,135.09,134.84,135.09,8000,134.84,135.5,134.12,135.31,131700.0,IVV,NONE,NONE
172,2001-01-29,134.96,135.46,134.96,135.18,63400,134.96,136.3,134.96,136.06,105100.0,IVV,LOWS,NONE
173,2001-01-30,136.21,136.21,135.48,135.48,4800,136.21,137.34,135.48,137.33,61700.0,IVV,LOWS,LOWS
174,2001-01-31,137.27,137.45,137.12,137.37,45200,137.27,138.0,136.27,136.46,307700.0,IVV,NONE,LOWS
175,2001-02-01,136.39,136.59,135.8,135.8,17700,136.39,137.34,135.8,137.34,65000.0,IVV,LOWS,NONE
176,2001-02-02,137.29,137.47,136.93,136.93,12700,137.29,137.47,134.47,134.55,48500.0,IVV,HIGHS,LOWS
177,2001-02-05,134.58,134.95,134.58,134.76,5800,134.58,134.97,134.34,134.97,29500.0,IVV,NONE,HIGHS
178,2001-02-06,135.39,135.42,135.39,135.42,1500,135.39,136.1,134.86,135.0,18400.0,IVV,NONE,NONE
179,2001-02-07,134.65,134.75,134.38,134.38,1200,134.65,134.75,133.41,134.05,52200.0,IVV,HIGHS,NONE
180,2001-02-08,134.57,134.82,134.45,134.59,6000,134.57,134.82,132.81,132.81,129400.0,IVV,HIGHS,HIGHS
181,2001-02-09,132.82,132.82,132.42,132.78,6700,132.82,132.82,130.92,131.46,61300.0,IVV,HIGHS,HIGHS
182,2001-02-12,131.47,132.04,131.42,132.04,2900,131.47,132.85,131.42,132.75,20200.0,IVV,LOWS,HIGHS
183,2001-02-13,132.92,133.35,132.92,133.17,6800,132.92,133.44,131.66,132.01,33500.0,IVV,NONE,LOWS
184,2001-02-14,131.99,131.99,130.75,130.89,12800,131.99,131.99,130.32,131.44,29000.0,IVV,HIGHS,NONE
185,2001-02-15,132.19,132.69,132.12,132.12,4100,132.19,132.99,132.12,132.56,54700.0,IVV,LOWS,HIGHS
186,2001-02-16,130.1,130.67,130.1,130.47,3100,130.1,130.67,129.3,130.01,231400.0,IVV,HIGHS,LOWS
187,2001-02-20,130.2,130.29,130.07,130.29,3500,130.2,130.29,127.6,127.92,43400.0,IVV,HIGHS,HIGHS
188,2001-02-21,127.23,127.91,126.89,127.41,18100,127.23,128.11,125.14,125.28,68800.0,IVV,NONE,HIGHS
189,2001-02-22,125.33,125.57,123.61,123.61,160300,125.33,125.57,122.97,125.01,294300.0,IVV,HIGHS,NONE
190,2001-02-23,123.91,124.44,123.57,124.02,7700,123.91,125.0,121.54,124.31,247400.0,IVV,NONE,HIGHS
191,2001-02-26,125.22,125.31,124.74,124.74,19700,125.22,126.51,124.17,126.51,58900.0,IVV,NONE,NONE
192,2001-02-27,126.57,126.99,125.9,126.09,3000,126.57,127.18,125.24,126.07,437400.0,IVV,NONE,NONE
193,2001-02-28,126.43,126.43,125.41,125.79,8300,126.43,126.43,122.84,123.63,94600.0,IVV,HIGHS,NONE
194,2001-03-01,123.6,123.6,122.35,123.13,13800,123.6,124.1,121.56,124.1,63600.0,IVV,NONE,HIGHS
195,2001-03-02,122.33,122.76,122.19,122.76,4700,122.33,125.07,122.19,123.19,38200.0,IVV,LOWS,NONE
196,2001-03-05,123.76,124.05,123.76,123.9,14700,123.76,124.11,123.45,124.11,462200.0,IVV,NONE,LOWS
197,2001-03-06,125.73,126.63,125.73,126.53,62500,125.73,126.74,125.21,125.59,1398300.0,IVV,NONE,NONE
198,2001-03-07,126.27,126.27,125.56,126.22,347800,126.27,126.27,125.34,126.11,1012800.0,IVV,HIGHS,NONE
199,2001-03-08,126.26,126.26,126.05,126.05,22700,126.26,126.67,125.83,126.48,107100.0,IVV,NONE,HIGHS
200,2001-03-09,124.85,125.06,123.54,123.98,556200,124.85,125.06,122.7,123.03,2122400.0,IVV,HIGHS,NONE
201,2001-03-12,121.67,121.67,120.21,120.46,334100,121.67,121.67,117.21,117.34,2014800.0,IVV,HIGHS,HIGHS
202,2001-03-13,118.43,118.43,117.36,118.06,16000,118.43,119.46,116.92,119.28,121900.0,IVV,NONE,HIGHS
203,2001-03-14,116.56,117.96,115.77,117.76,24800,116.56,118.32,115.41,116.42,148600.0,IVV,NONE,NONE
204,2001-03-15,117.84,118.02,117.4,117.7,37900,117.84,118.02,116.76,116.96,153100.0,IVV,HIGHS,NONE
205,2001-03-16,116.56,116.77,115.64,116.2,15600,116.56,116.77,114.56,114.8,119100.0,IVV,HIGHS,HIGHS
206,2001-03-19,115.47,115.55,115.01,115.1,9800,115.47,117.13,114.51,116.88,73700.0,IVV,NONE,HIGHS
207,2001-03-20,117.11,117.32,116.74,117.32,4200,117.11,117.72,113.95,114.01,49400.0,IVV,NONE,NONE
208,2001-03-21,113.91,114.2,113.12,114.2,18900,113.91,114.63,111.56,112.05,170600.0,IVV,NONE,NONE
209,2001-03-22,111.76,111.86,110.34,110.56,19100,111.76,111.89,107.94,111.27,194400.0,IVV,NONE,NONE
210,2001-03-23,112.56,112.58,111.56,111.89,64700,112.56,114.0,111.56,114.0,107800.0,IVV,LOWS,NONE
211,2001-03-26,115.16,115.29,114.63,115.06,8900,115.16,115.69,114.48,115.35,44200.0,IVV,NONE,LOWS
212,2001-03-27,115.29,115.75,115.08,115.37,18600,115.29,118.17,115.08,117.84,117800.0,IVV,LOWS,NONE
213,2001-03-28,116.48,116.48,115.29,115.58,44300,116.48,116.48,114.68,114.88,130700.0,IVV,HIGHS,LOWS
214,2001-03-29,114.3,115.25,114.01,115.22,12500,114.3,115.89,113.29,114.9,78300.0,IVV,NONE,HIGHS
215,2001-03-30,115.4,115.4,114.77,114.78,8900,115.4,116.28,114.26,116.28,881200.0,IVV,NONE,NONE
216,2001-04-02,115.66,116.33,115.54,116.14,11500,115.66,116.72,113.61,113.81,299900.0,IVV,NONE,NONE
217,2001-04-03,113.36,113.56,112.56,112.98,11500,113.36,113.56,109.81,109.89,136600.0,IVV,HIGHS,NONE
218,2001-04-04,109.96,110.6,109.09,109.29,22300,109.96,111.53,109.09,110.17,897100.0,IVV,LOWS,HIGHS
219,2001-04-05,112.43,113.49,112.43,113.1,20100,112.43,114.96,112.43,114.55,807200.0,IVV,LOWS,LOWS
220,2001-04-06,113.56,113.66,112.54,112.76,82200,113.56,113.7,111.84,112.93,139300.0,IVV,NONE,LOWS
